Width: 253
Height: 212
44671151311916818012319151805310861289231851172825028282825016148688456441071944892115324619159182474457560202835999302167530509518801493761490000000000000000000000000277376149376149376149185000000000000000000000000202376149376149376149134000000000000000000000000284376149376306804810271827182783600000000000000000004013761493761490085186831509338688415924651711234441869128184563596827628282825028282951751818447164192354201681712020201531826716727691498681112828282502828
274261161321531451682021515921422111029527717135524355241002956287353467661621591451651711824444142898835916782304853028401418274182591770111243552435524355243552435524355243552435524295023924384274182241827418704177174124355243552435524355243552435524355243552416013424747274182241827418764177322502435524355243552435524355243552435524355242020924268274182232744442119115948024355243552435524355243552435524355242530492245102741822881001344183598849258355154616514515919444441742588812533552435524289001625834522241254983721681451531232171591912143677206914911123935524355242500
2326716813315416913920123124201591231521110161121326511002722199242424253626887353128688750114442951714444714509134202868853050968204884415947832248152272227222722272227222722272227226632953615045624047444203127096752718272227222722272227222722272227222791487381671062747444197197685042515027222722272227222722272227222722203178810850130474421159159159159144826837222722272227222722272227222722526111874923599947440003853595183042515511405005281711244474417425013444152268130272234124242446411951345222248512626356181812083211711598388276010111122568248272298024
823100881551701811942058320192122111163062033268301259742044054188681253628745688133140508315744456554355241112028853037653028060845465511340224184444444444444444466464665571466248582172016226630471541846444444444444444459645173923111727248722182197622561857254186744444444444444443817867603451271892487311911531681315518268288042604444444444444443025266501145301012486650003348884924168860477751815710744427165235524101253281304736745081724182314927611983455088339617204205222551921736772202695279258478863474340139
246885181561711711951311242019128268269283164225181143164412418239220135381253626885181331231682163393541138554561272251558251853013413400488159313101039444474444744447444474445413182267968662692494442266295545644474444744447444474441521822222748292425622019275518532196444744447444474444744416412546227904042579929610527181682033818644744447444474444744430288422278798101774000013488304416688630165124685321108107271814370272267968668822218302483124201941061746411951868824715319344328211911821529951129963108688125222493439221
9248881572021212141242552681288164422834532744215212083468617295188810017118212418267542237555184124191468416250000040155153002594444444444444444444466430244418646374443502165556444444444444444444416424044422274429133133627819644444444444444444442401284444679780076601772595064444444444444444444302274444526650530000008846849241688360194194147910636311302419121710087146442012420512432210041216119888314123217182217421227981126952404458996744198319
286924688158172441289212825626928322248331433085125483153180831804471282622956268850250344461675305481841241911946530250000004018615394444717138041947444478864913647444471086634744447100686987021054447123261188474444712572918647444479266184744447718682476342444783198285474444718782261474444712866854744447181061847444474420187474444735852714744447107669947444473028000003252651053051889410747445359149626302417119124231258834201658315383441671279161195182622224749212892798112996345157223491845771682020
29702911713411145182159206222241257270147248922221563313461891258314515912421467456837447527848613411002171593712741818465622485714658325000000040161139442484419188102258444426650457444441841830244108478248693256995644922248314911984444164704144444422241867445747824869037629196441822421136113644442402571984444434181284459647824826480235344151864413626018744443025377544444302418274430247824815013400000033413488136813424619115918224183021084783131071089291692192367153145182832174130878800963232118134172251597523128988382100248550593127129519826201452021
3071491180917320159834474221711114786973320289364191808344741282511287458548702955048316819447432135936758400000000390191442244412348810245747444474444744447442068050682242838121418464483793318847444474444744447441918116768122476019467164443923618417747444474444744447442158108681492898052041071844124145059147444474444744447444546926853000000000085087401011052465124444481812489288917028375168201244441141122516712510846001696915919121444451111710071491009022410151911593924
3123100119134017418383444128100111289111501565202012118344467167172951127483816205055519444462486540118585000000004925004159444441773638544444444444444201238678224069549320124444418636144444444444444419202630810742350198344444036198444444444444442119175216781490806329215444413636824444444444444441715286685300000000004161114010324444445359185250811677376289079105124444718714816253455014969041402144492882202224171002312714801755062144
9721017262611341841774741281001272840289721017216127612344746716765148029572101722766162505914744624841628040172134000000004018223191591714744447444474444744447442016236787851224012711419517117139244447444474444744447441919249848851106210624720171194444744447444474444744212355164568511490166433122017120444474444744447444474445464006685153000000000013472521115093213644863591509028721017227711128979420441258711229504127210172112111224331984415214711118502247210172621111481757544
00009242513417420722310017224000000289231442761239522315254120000002951416625055192231678128000000000000049288223400500302419144444444444419119115919144292508882240127845651650067452144444444444191911591914053121678882690628100498500749418219444444444441821911591913721574588819301685036750073142172044444444444217191159191546400928885300000000000053622440132904663591401000000282514928979747667112295000000163261722441974665011128900000022431119148175102566
0000091016211112717722240000000028910111111728272412000000002951014641113181722800000000000000401868851866995009930288546171159171159171159171159246145123123263022351868224012768851845699516367222853491711591711591711591711591681451911236914931085186810626885181069977477422187781711591711591711591711591531451531233541282751868149016688518879936751635331561711591711591711591711591591451651231922107518685300000000000001011011111118172401000000002810125311141611272295000000001481012311116552722890000000022410123911125376
0000000185101101224000000000000377101101148000000000000509101101280000000000000000492888888889230222528519519246145145145123191911911244100888224012788888884538112820451951918014514514517119201918344588810628888888167596676915195191711451451451801912319112342688814901688888885034710718519519123145145145246195191171430288853000000000000000134101101509000000000000148101101295000000000000224101101185000000000000910110169
0000000000000000000000000000000000000000000000000000000000040185186885112592385474441711918651220165145171171165145159212750851224017518688511089224047444123191172372159180145153171168145153831284568511062518688511679212847444831917351391681711451681711531451681232404585114901651868851509227474441241913712342462014516517117114524617130292851530000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000001751869000000000000000000000000000000040125368110202888302442086302419123418604191123165145145145554441850822412108705258818441920556541821233234941592015314514514519152145961678269250119167765376888644182391418412412348073516820191145145145153518242411088193538315081711288345442172014944123630941651715145145145145145165191302166530202231000000000000000000000000000000003418400000000000000000000000000000380506
00000000000000000000000001021455600000000000000000000000000000040151845051868884414513232141911911241651451711451451451452142012447306822411981147061278681676741531692044123191831711451531681451451451234191824771868111281067666286830184205981814831915771914516818014514514515942154718681491488508181686887125483556192412419120124145165159145145145145246202461718327625351000000000000000000000000000000001057800000000000000000000000000000285145
000000000000000000000000316260541990000000000000000000000000000004018881172888302419541911651232024652461451451451451711248312413087239231818870771065883224182512412316817120168191180145145145145153832121418100376621198876776931881084215218315318051801531591451451451451681232178316479425131883746691128810044583124191165515916520145145145145145145205528882538530000000000000000000000000000000018745719631600000000000000000000000000078484123
0000000000000000000000041362721351914000000000000000000000000000004019285188118518367302474419123451651592461451451451452044713067320227769492505115071171651811422247441821231248315318016814514514514515921472774320275448792167511007707675181062247442112318221171168153145145145145168834722225220212519210851876947075185013047444123191242014517114514514514514524612336087727654792132000000000000000000000000000000135212118079000000000000000000000000002093427282
0000000000000000000000033438590731825121000000000000000000000000000060830212588888888302444444202461451451451451452043538867350962232464275081675088818444444191681451451451451451591242288743185134730222422216783010088845444444211531451451451451451801822228827941218523618446108887248888100444444217159145145145145145246191232052853011574168000000000000000000000000000001873851912415342018400000000000000000000000001355633454
0000000000000000000000184260401021211191201040000000000000000000000000004884738592575120227653051302444741914123246145145145145207145851666746814646892404741857482312762551184447412321831801451451451451597364513069674470362755184742225711414927637651108444748319211711451451451451687524571820551579111279885474465786652761125130444741242012420145145145145145528861911965184644191830000000000000000000000000000333105572937341361681417500000000000000000000000784250633175
320000000000000000004175187315272912090123333941839000000000000000000000000006084444852776208845302449112420202461451456374291087108667165159592141695240444418690717716811415144285484202016814514568542973423248131153180691288172632244412848774277381003474419882202015314514561742915716723194159168932546279811044432327998308871304410512112320171145145556429503223878728753831354201454570000000000000000000000000003421929931938807890457188183175000000000000000000380821034127254800
33000000000000000000175121130316909082540123331042090000000000000000000000000033330245108458541253591356294525310963837156541555024992125190165145145159266901410149210845973274825336372345663725963495405155158248921251311801451451807527566275826018108454916416411417737707452647797817835349155634309212574015914514516593203112710135310845108274645448466694585018966920056671555003599212592647383261441455385000000000000000000000000001873855244187561763160785410431500000000000000000078121330795513582
34730000000737520900000017510200012901881711955004673427200000000531135000000000000000492458885444123123113085628636165145359849302517116514514519116821818911237770087888344720112231724852007266273045238248678317115314514515915351172762167611008167128447756223128885205536269045167810018211711591451451681915982522697280724885027448381231214859285211285541078688676164510888253451088616545108000000000000000118250500000033344410227235505142171801961840020934174000000027182800000007841000292261138153
357400000005414512420900000315793161353653781961053617119900123532000000001753920000000000000004018686184744460862631230247246226391416353853711912461451452024617120281112812841276815521644479721312674715972272762119668520619116814514515918015320753621276262684431814441047583121284754322911235533085691191180145145168159168171795623761716682737834441988423124184721512199856191201073538150962530168851844262862600000000000000020145176505000003250518726192547042611361654217507835315000000019814556800000041175782611016102056198176
32000000041208159153258271000000174272334379159751236123482183900000000050517712426100000000000000492881234441871043854420145217926391410136168201681451451595123125687448224127839121744119042044191681918251627321981911591531451451805123749306127816287312144506911764421180191672911278517719168191145145168201233406893768149168129834414187177442171591681075924619424081040110140127618359851551080000000000000054124246201864440000001022729264191824178136123188751831750000000102138180191484730000004127210171021205574
367510200007813535225242176212720004133300292421387807813628545710413575121000001252012321210000000000000040185110844333343854474145145124206029562655512191246202462017131218944456966971275124834119014447415314557719313134101279432159168159180159201947271711475775962511001841865519844742014517121696111224278719168180180159168201312925348677016515092414333394474831451682171915171203810401277231277231878854560646400000000000001771873590891191176444000343150012112426153104201125882104177752920000333903598198513610573000137800102105186740
37761030000911052092262437418819800031633401741861821831847517713444333344704762720000444395191241591100000000000048861288843504574442016514519112357652464416657211681595205106682370318082701883222611226044451681451592035025611277331415318052012374575036116420484756884950629291444831531451802048078462244695061911682020207197927963478321808883451433474444124191145165205191552408140165285125130823135530276000000000000003855065059094449120175000354440272385217749082135315103903454596418400002604080978986321365400079740103484219133482
387700007418619632554259177113920901841021841834091781741761933301291380477000044428513652110526120153135000000000004884868979109041947441651452014521720502531112655528165171123667568341231231241006888712121342047441591451711681957736714962112279735153180207407277514192083866815753413318647445145180159191836962562622367491591682013129793421201912868508211021228547442114516517116812412320107826167585474360498112100000000000000914573654319186259111773944402725312721052619144433383188174078914912870000324026017517614259285363980010341103188260912927856
397801033910217518754103411981594285135102017410317418778000785385363417739550001218621751352240543911771821772610000000006083023538910121419863024494951451915206371253592531416995562031218967656123168182422507085312094841526745749414515952031473123149112716737215919472774619883153204128157267480506128322459651114516852056642924825622423139153131295043921191153438852333412363854847329145246202051241636551868854420530249530000000000000112594882721879012254212465061113544401350513187531000405208342851772591750352592927818790175102138168143613541033175331877400034
4079073135320415510413175260201363920900000000073420554451242041933300121771231365142852583405439126155000000000488445762010444714344628495145202012316630248825314165006656686695641531711244470328920942047719204472217014515920202204802238149621194436337077411884201802144753284731864775239147764081451532020372719228256224133139787766183483168194481113431528547831719421613214516520201231078261675854741711654744530112000000000003413554309133317750527212420260394440000000001869483414192026031602091351750102911141794202040393300000000055
41000010339188372102272442611872862902973072853340356366017438031578041420187102012341765413828542010500492230458230458309000000492187616239112108866212611084165145145191637371548578289258995406708610816321744417731570086108131226715914514515931423552134710082022538167737742861086912144417633771861081946911851451451685661925192221148241348237657898610859834441420970686108693125211451452466671431632342058639220445123443023535307540000090901218869049259500475135177505209187341354440354440366356027212102531075285187315000027125914966975982987104187997290100229311292043770738041
33000791051538319721122819742722872912983083177818435743292176396406130123231520904120385343331120205325440492230514572578586590000000004016885182310810816216514514516652020124575022892028127730425851222444744177713256824848248429170145145169728202083181062021481273169277851714447441767721496810045610015677714514578050820201922256224935525282885116744474414822253688722387716181451451408548578786020171544473023533028610881000090333573573578419348923561118020285171186505000003804442724073569010593944631503212133150003521159212459769835321473435131003100696429210322677102409641016
428001031361598321180212229245145176029229930931801747803801593974079028544645829138520912135490271121762464533545035656356957357958691595000000001718884015308842916814520416820445028902025090101818223381444444117888885515981451912117115921499101014890161278153224444455269888884386881451538319168182457240185148028911182357444441862248888860628145168568311284962816844410762962455302694640000018749230930956457389089336831651249017120260505000000135050457182940944113491845896075174035182171211916897790821114555033410003097703329201772098238
343377120137160176180153213230225159471377300541213353180174753863980421430320297468261209035649190506246542017517136177564458574574587591575601333000000046885140188518371246171202020202176028902766262626228367344474331016265688518722168159202020202122320201486262626211984561284447454224621768851815715916820202020192224018562626262248482244474176295625268851813319124620457289512732464473023538706262620000000000059556311361802173990044457212117126044400055407492013385932941021013695595755121174318890909470561681599782303971681441999100454341010770804010222260
430777738161911381981987920951454293301310319336318184186438739928742243144745935636600122852601451911105112019116538557057523045858757957459111901191000548884015308881083711651915202012450289202660493537526281822334428571462626225888248131180159520202199101148487493531001936212784565964417676162626214988810019415916852020195724185984935324825622482352644148236262622538887620246136289850214312330287087186530621000054005554115411888168201775911229011225784441041591750005491835655105493328736694933690195831828703183569669685062081425917536159145141000100531037244777842457323043
