Width: 253
Height: 212
080129740000000000000144192500000000000000015632454200000000000001638024170000000000000017015349900000000000001463631560000000000000351481226000000000000014559187000000000000016712571000000000000014441827500000000000001188472770000000000000173761700000000000000086333212600000000000007137411560000000000000698696782290000000000000000000000
0791272700000000000002274812750000000000000118666670000000000000230204300000000000000001707049900000000000002197411560000000000000818459104000000000000041125870000000000000871736100000000000006047127500000000000001187371060000000000000172043000000000000000017077203000000000000016584711800000000000003515813802720000000000000000000000
08033174000000000000016233350000000000000001563036000000000000000166223000000000000000017033316600000000000006651281560000000000000351335920000000000000869303167000000000000087338690000000000000472332750000000000000118128665000000000000016133317000000000000000170221660000000000000100030315600000000000006983331282290000000000000000000000
0791257400000000000004111282750000000000000296324542000000000000016112830000000000000000170332166000000000000038212815600000000000003514716300000000000003881282310000000000000871296600000000000002291286980000000000000118324679000000000000016612830000000000000000170376203000000000000038212829600000000000003513604312720000000000000000000000
0028126000000000000001615012064935883535354540000001266833535358835353588353535883535803807000000000000001611630000000000000016616639131229388353535882490000016628915353588353535883535358835352378034760000000000000166282800000000000001661663701024988353535885090000001615063535883535358835353588353523780388000000000000001661700000000000000166161122631298353535883524900000166163127923788353535883535358835353588351030000000
0000000000000002353523735445512512136178136178136594000343352373568413617813617813617813617813617813617813617813653352374570000000000000000000000000293237352373928995121781361781361782510003112373523739417813617813617813617813617813617813617813617854623735456000000000000000000000000370237352371155136131781361781361789730005923735237467178136178136178136178136178136178136178136178532373535000000000000000000000000042735237358311313613617813617813625100031135237358391361781361781361781361781361781361781361781361303352374760000
35883535358835353588351340419354451363613613637373737293818495024935636136361361363737373737373737373737373737377013636136105495035353588353535883535358835353588353542601433530936136363737373737541838316050935247361363637373737373737373737373737373737132361361762017558353588353535883535358835353588353526004193544536136361323737373739183813024935684361363617837373737373737373737373737373737361363620116575635358835353588353535883535358835353542604273574713636136132373737375438152260311351193136361361323737373737373737373737373737371781363651210515523935
36363636363636363636363895842023844640489373729153815185745835951026195244628189373737893737378937373789373737893737378639825830357453636363636363636363636363636363636259340882963383637373710938153845539878850510940547338258373737893737378937373789373737893737378944553972985790548363636363636363636363636363636367632601134238446261373737103815381584158311803111184514830737373789373737893737378937373789373737893765582565505446363636363636363636363636363636363610973694689647821337378954153815155549288502499732054788313737893737378937373789373737893737378937441819841313709404
373737373737373737373717840142133831146296482381554373543559250447105447620963916459666738185437373737373737373737373737378786523426815213363737373737373737373737373737373737361162054834388847767181829623280788920116447116764484199514778918382937373737373737373737373737374018110595041070361363737373737373737373737373737373713217642153624850347628183812258280583117540188740111865361433704760918381237373737373737373737373737373765582534016636213373737373737373737373737373737373736886123044634311239668538452623328087888588740188712194462359519611463818263737373737373737373737373737445539787561314213132
37373789373737893737375240213236447463984835021411053254440113372581883736213646555668280280280966673810937893737378937373788135233402031163737893737378937373789373737893737378921513636361165233438948841445771885887248928133713636887205103746280280473469331529893737378937373789441811057563164243789373737893737378937373789373737895154813236401421248115164962651162116544720189258233132364471186143668280280346346623151289373737893737378937655895340499116378937373789373737893737378937373789374373613636887895491123728144651261885105703723325817836887534103517280280346964653810373737893737378937445539855041642048937
3737373737373737373737178178373737132176484446513165116201373737132136373737132447620484848484828070421396474371838181213696280237281163737373737373737373737373737373737373737361323737373688789596900116165703737371361323737373688753448484848368543995604796279381838109134644656232823737373737373737373737373737373737373713213637373713244711524461157116165133737371323637373713244762048484848446543623534796623381838109136474779012611637373737373737373737373737373737373737373637373737136116523338900165116243737373613237373713688712194848484833828021492296474351838181058847631476164204373737
3789131175718937373789184368402893737378952307136893737378937258188893737378925821536992867273407449650534077111011011079696287358191163737893710965893737378937346830243737378937242961363737378937346993737373789373728133737373789376233453626313198334048544623934010191101101101040536481341021243789374431310883737378937131110566373737893752965483737378937512631783737378937372582333737378937337286369928612043408049688340340110110110703474870912221053789373738653737378937372861235823737893737205346363737893737286991323737893737372332583737893737281184364772701288340485446239340830110110110210446975813062048937377
37371321762043737373737132213178373744847964855034043737392560373759660660373737373736371321362411611636447116165116784505505237189536116371362863737162653737373737213116703737373737213361323737263964734388953373728130937377792506737373737361323713613213165447213887165116165103250570923910247982372082703737294161373737371364011337373737371783613637379996471153503560373725831037373911832273737373713213637373670165887213213165116165468505352371897451163713252337373910524373737373611637373737373736213373737205479612557975337377643373737127111755423737373713613237136132131161763688711616511614050523758608104320437241131378
37373789373737893737378937371044923828731150451493740313637378542126608937373789373737893737378937378109258287357568143837373637378970058937373789373737893737378937373710975528648312426373989363737898316176737373789373737893737378937373791033233484765639731089178132378916662810883737378937373789373737893737371069013148311756106385891321783789376749922737373789373737893737378937373739655337482370234388937363789373906524373789373737893737378937373789126729697189340132393713613289378632304373789373737893737378937373789446883109756242659440371321788937
37373737373737373737373737299214964831104252612944373737372421911637373737373737373737373737371610917828648350815437161237373737372192193737373737373737373737373737371239307484831209015354393737373711621924373737373737373737373737373744102084464833901805277373737371321913373737373737373737373737373710851140338484540115864926937373737242191163737373737373737373737373737812672964823705047733738373737373721921937373737373737373737373737373754292634464859091833754393737373711621924373737373737373737373737373740404025364856201062524010373737
3789373737893737378937371042228096489731104195222617389373737893737378937373789373737893737877224234648973504267992152938383737378937373789373737893737378937373710951828048974831204579672854383937378937373789373737893737378937373799542424469748476026033821444381037378937373789373737893737378937373710279242338974831105744664910388537378937373789373737893737378937373739964561479748237056348242393810937378937373789373737893737378937373789125182867994828718901432865975438393789373737893737378937373789373737894455376263148287476029496102044384037
37373737373737371038383827926120848484831104194844628656157537399373737373737373737373739383838767773258484848350426484847561561373738373737373737373737373737123838385352583384848483720143489656128053375439373737373737373737373744383838954102026348484833902944853628028052374073737373737373737373737103838382796492414848484540370484462802806493726853737373737373737373737163838389646233924848488805044848286280437373738373737373737373737373737109383838518258474848485905554896280561337378529373737373737373737373785383838128913131048484856202604833876256113137
38383838383838381845543940313613197482873110419287489748446286242280233309393383838383838383838453839605363697482873504262874897482872863465613463734638383838383838383845452939361323464828748312045748974828796346242280309290946383838383838383845454439755178290482874847602604897482875363462802422701311813838383838383838154554396723652482874831105748974828744634628656118833760938383838383838381845153939533648287482370563489748287483462865612868928638438383838383838384545293936372862874897189014397482874834628656128633756068738383838383838381845403917813256028748975620294974828748478286
3983988545454554840384437524848483110419484848484848482052131323639839810454545388293854373648484835042648484848484848446285375339839839184545453939123816379648484831201434848484848484834513221360583983954454545739853829371884848483390294484848484848485601781368798398394445454585397384437345484848454037048484848484848215361323683983929454545383926385437213484848350504484848484848484853375360539839815454545268109388372864848485905554848484848484852132364033983981245454540893810375754848485620260484848484848
3740381771819444518381845189178208489731104199748287489720559736893737376533868570038104515383845151091322584897350426974828748977455975389373737891093828685339454515384545158363389748312045748287489748515340337373789853839384171094515384545151013628197484760260482874897486495313237373789103893110698545153815454544132270974831105748287489748437531363737378939386856673810454538184545123725897482370563482874897484465336373737893738384373842918453838454538392133464828718901432874897482871843613237378937938628777405445183818451810136233482874760294287489748287971
37373917892188544454545853916371362084831149352055334564848477373739564310373739403186181229454545383983713225848355045054468225948484463737373847373739853183839154545452683737369648372987095190945748483443737547003093788178964181054454545448837136281483392392375481060608484824137374018123837886721033154444454545548837132428484543435052637213394848263373729701310373786057554554294545451883937377474888504457446122418948484837373738215132378395365838263845454526393737532864859509482471262143484825837378539374737163936776387544545457393737361010485622397904042662064848588
374038404045181545454593710448918428731110348338283574828744626137293846373739385439451538454545383785489362873536948446647563482874854737374563837371238374545384545454583754837346483121432872867084272874834630937129426053785382912451518454545103744103726148476294287338486134287484781313744109410333710384044451538454545937294437514831157287446262492874852256037266589053739385429454538454545383716109371784870950428748587756287489758737374562937371093881845384545454539375483728697189457483461187143489728633737109942689379382954453815454545403744103756097562260484784861344897338
4038971585854545454518443782479698456505484853454556248482633737398393838293838104545454518543739362863534355548484466234348484837373939371245391091829184545454538163937477485798484848246788143484830937393984415105418405445454545182683720844623613423748484891063206484858837839810188544385444454545451544816999698339505484811631166456484843737163939393810910383810454545454554378178286237510457484885910659484848373739393710915291245391545454545388837263446370248709484824612644574848392378393785184085157124545454538101682413385813435484899513091024848
162988441538454545455488921442318945647353428974465462679748536560893737372988104538454545451839893646718934379753999748205530974828721589373737653393739453845454545452683730737059982473373464834691291748287473373737373939881093845454545454483758810345929410433372334896106410714828733813137373783981691815454545455439379942359456711337238483381167117348287446575373737839393765615384545454518393717846759343729337309482875871228482874824237373789392937653153845454545451037372816681899883953286287286126512682874834630937378982937391215184545454544163724198518926099553310287338464108128748
3737371018454545454554165128643442637047336371782704844647484848263373737373737393845454545453883628646737242679753373774748482864848484463737373737373710915454545454526372632154975650980013237532864828674548484883137373737373785184545454545784022151024563239479136373623348965364848484023737373737371038454545454585824721528334080471144737136238484469648484820537373737373739384545454545383936215891189504797342371322584848286484848483737373737373712454545454545293747728666802481254132375396489644648484825837373737373744154545454545443754828610345635897017837136281483383384848
3740784445454545542142424044318645026047440489371323372382935945697263373789373998104545454518755242263648657785507444398937373373097905924997446373789373712893945454545452647758725883676879749891363737535328610318945748258378937378529810945454545401005587131429512770239104051373736531882061891024820837893737104016945454545541415872618094381141608462548373717853116842718947648477378937373954371045454545381865874775976859203918044773737375330948189510482873789373737383739184545454529263242996857681188498945337373633721510359143287258893737379293912454545454420824227013844726947643452373713633729029459206
4141441091545452793062159628120938159246420648640437373713648457658448446188373710611710109384545638306561286967283845786792293804205373737132831143106484828637373725216123818454585656121548831786453888488949891363737375391892164748963373737228106853818454595456124244620890815382091037562104451373737136896107810814853613137371204173838454542256156133830740618181142464206462261373737132484526267484462903737146250293838454594256177328696597381854792293343205373737373447155304848215373737220371091245454596177328644674954183859790149125628537373728589112691236482863093737751069121545451289773215338402675181858512114761040839373737361351119135
4290133179392322572802813372582093845451592464206506322582155475603617823842762162654764765466939339707257306473372586483845454577679898808226132215547205337372587095102205472158458486233929856257489925833778645454510988489257898165310547215511325328647689852621595292830895329482257338208258337921545453820924023981416023854721520836365601028141332151097901336402914125728030725833740615454518114246420623416425854721529053132345555118766921591791566953929186257773346258337533845451512157922932491041325472154373093725897249352123054742725126312313951863279999337258541545453859788957848219233215547521325324245670356654772992811241280394826323682413372586751845451556121123970331323821554724113636
4391134180205964828136291093845455444465475456585155234820553373759810342762734464855311686205286489653161091245451529639774492488155874844633737372434342742734430983684524958721548489913254124545452938609645509312902446481311783737927102427484309429451103559215536485881364412154545445455397813441910529648575363737551584271032309109858858180215964828121310123845455444114611353391341158286482055337371181419427118830995318231168621558748963098123845451829639684343293504215484462583737372494273918312588361232343123620548482473754109184545103857564550934012594464834513237376693113914842587014514565592054464840217871091845454454181978134419988338485601363737
449213513420623325820910918454554441894664764873114192872571833737371460733753892965567031110328625872810938454538101510951249143237426287446826373737707563372588937453098455107099933754381545451018382987850948312457489106053737892209322581323710918670210339142833792381845454454157102613423756226048106120937378974452258136374418399513426028133756383845451244158559845650550957485186573737894118425859737297861193509103473375973838454515104554121680455579056348631836373789370258337373715337845343790258258541245454510153810125398709591439781160537893731653333717837545670245629323825867512154545441093840129926035239294976711033378937
18441361351342346175444454515442610046745748454419485358373727711721937373938121326703117081173938294545455426186587427483542648536393737216352673737371091837258845343848204152615454512293930789070948591434864883737250620437378518295371010389845471245453840392849522374856229448284837371451111637371038443699523611086140544445451885393731147505482483704828139373762117146373739121091781193311118714439381045451812395851217143487905044848293737373522773737375445373378453432521338293845453829292817157094818955548648373737155382373744152953965456814542854454454538729238259884847626048284163737120
4544101811342352592821815548554404352625847748850741997536548376725049537893729453839687427312715539153838103810779774370631337809426974847737702511063789373745453710944656350215384381510181054233501355256411045748242538933616082893737124529996157134647841151844544485102597824891429105026048478398926611689373740454471812604191111553153854441097933517582639441156574833840489277336219893737394510939657457340729609453818101529964774370536101612205634844620589242512778937373745458126315042935879431094510151010923312375055170184814328728653372286243737371094510445395729411476873815441094496409725095484313042942879652374174
4538441781352362602831204415444044436451468531029516484826362651043737373938451854585394311103729752945541054186787106309812816484844682252126373737371245451093930984534323782324151229542996885747132384958254848309250126277373737851545381036965456293984277123840444018810351038136857010534848208145230663737371018451844186489134294423145443885791391143784213107115948482636211010437373739384515856058545094191205250101812261218653611813373718122148484462422003737373712154512293091232343237823703838261226286921822132384956474848258336126623737378518453875977103392939346754387976499891300368524896484824121711
9544440207237134268259284441544373423452372985395228720554965352219893737264510940123970170950941971523310455458549078837854291362874468272524996789373737454529158126311438572935875851510910281668886375410372424852913284124373737109454012104487245745620664724410938402089851036377408261482619752302282013737374445548591028235134562112328491891001138211372693999484771169110220165373737294538103839564709248370715281101510918677455037161093913248522747352166106373737891545264516109338555804293587622183829535668108637541082869713111751263823737895445738108566750545620611471016541871297978405374440840497560131017155116
1844441822081883523620633818154141423424219293854371364025371102511463094043718762845158510657539345709454456745700381867747802778121837372477093521264132263373743945451229545183924462934923720563910281645883248545837344286904126145825605337261836451278555313120555547698286789442089781026201718103728528110625250116394523752934538447435100526150529413496207122441135983219263893713658895122425264344261373376284518541063760913179050941944657515672121255067371093837132997092511666237437373726365845109261266799446427492372156391023312378832454183937337966261262204261187374048364538109954102020545745629328612334428498510261054038403721328128923022811652
94444183209238483513426036839040542421937101093937375243122516489585138376226294538656968870153487093111034463937687752773781539373724510286289378363789841454529542984160544628739157237257178878883703738108378990450441243756458589138943454485406576892812874575622931006258101510211337944837891026340752013710822098920994455440441033138238287882602945432841131424495376561239378911601892526437622701896059114538105468856433728770924810312085398877806737818293789512343166623737841893757445452910929836373384842749790632755118025248938737893753850441823770162237657384454097128158530748409476293561373129512981058985988937130734022811637209
18931374439362614826033948338289425437205284837373713665504392055485995482645451565767185391321844855531248745627340437205233393737372161015044392054775962633745454512518786293725844648426354820534071020543918637373737106123914205437728261309109454510995470173753215484193114828642510222054391008373737165144972205437139463454445453881128244813656048206456483382895952054392083937373713741170205437117772840429454518685628543913234548457312484461197881205439281293737377011175620543743929205374545451099617862637344536484268848215881119743920518637373737277110126643720572826153124545381276701108342263484194544828659511054392051411637373749511797243720546
45941384412403626129434029498312339489718837378937371355126828753624253662363045456586576561254132184143504103352493404897963737893737216144928748477484775184545458412954109373094463692497905775650597485973789373737106878457482424462426326384545955928510926534391033122931343691029748131378937373716510653114834696368623910454594218340109713640460842626098312103974823337893737378255123948631587338437106145453845641010985403184505756235355103409748963789373737371449489743928743951865845455746881091282583384265103541975650548287538937373789106928457975873382868568364545638103391229534774193129813442660848287345893737378916510654549796
458539754163727026003693400426134489640237373737372557484848484863163045123939383937309555075659016641948446764373737373720456348484848484825745452937452637375364260249756024935482153637373737372523914848484848561629454037127837307419031242603129848962143737373737322364848484848280811455484054393713120604263120426236485365883737373737148044848484848338630453839393839375345707562490756419484828137373737372416648484848484851818452637181037375364260249166024988482152133737373737220427484848484830683645785444373728141903124260312248482862473737373737831344848
915124440109728429403703912934272941344847824137378937101563343239287489748623745125410109953143034039129342750941948799281373789378203434928748974828726451210926109128446369024829342729357359721536378937371249343457489748287373383810979122928110305829342729323924897286993789373716431234331148974828710059381094444124034560805729342729326058973382083789373714426343239489748287205401510954656125453505034029342729398579748307378937372475634334348974828748123115109121054109164784260311427293391573548242538937373735259343143974828748373109381240851092623341902394272933912399848346518937373732340343102
4685547442639270260492403922584043529413448338402373762552293293102562484848446649103810542639187555369757392258448709509419484467643737246072932932933434848484843939452612262937536426248800258831338391575054821536373725091529329341945748484821595310979102937281419589702588314774575625094896214373761972293293239102484848961020985444429161312065756525883154888206584853654837376253829329320656248484844697140121092939534573407462588315170998370484870437372041225293293983434848484820512311810542926375364263118398312585361435788482155337377571829329310314348484828664812448540268281419239970831258263505562248482864483737419029329358
47954044407512622393415389291834043529413448478241675385269999586551268287489753654810541095371010374625889877618448311103487993102482382199993921013702874897484773910929123730741924883937375424447829310350597205367565467099998169284574897482426489793920898526098613637441023477457239989728621441265140999910831065311489748286139444444799111523956553372910335483526023697338208277116456699991178551239489748338261409785367101035173093788552709248419974830782858122699999914494897482872636885410548310123750983913237910169642741950548437531477188669999816538555974828721564885408529241972294986363775626345723924848346513111313119999727
489613983921426223924034237264439136404102426134485175255263093739445866085624848484466493981867104197167473716543913234550504194881782082139237375424988044848484826339372630737024883940337541037831338372343505486267184841323785892910345748484821564883920896620699513637447833747733931224848105497210583637102910355831148484847523916141210239308533729443936548454426236489516265763373739441182206239484848536404293718611972359512583788529132528875641948709858832993737543798494848484826312313729281645311839132378510372583383122495054866971848413637443911243391434848485876481639208972294986363774016532634563122484828911131058285371010
489796184522102392405389293885893752885842613435526309373993999983434828748974462615371010358325889810938893736709311756103709821993737109293770904828748974847713230741924880037375415393737964273693435054276701323791082153432932874897482422582089662069861363744384037375604574918950950510583637404039402585828748974828634599110958565533710385437375223723936958237112433737298529258427343287489748338560367101035173093739121537371364831175657481223258378954293797028748974828743913228112375098001323794583737346293312249505427866178894440164773432934897482875873092411284294479136377151037372614573703122484571352138910448
484848962102392402853726385439373736261454041951845337398539373922374274848484848446702419716344371610938293737132523504266317893737542637132489848484848484826337024883937375418103737372589631205551376053785108374394277904848484848215966206970136374438851637375326345602601055209371073937588457505484848484896210268565533729121239373713640431105762342937398539372582371434848484848446119710395125837812183937374038393505634466873737542937374850709484848484820566831183913237854510373737831961890143137403374410373720514335484848484828610342949863637718448373753130147602946714063710441637
4949494958240539926328254393737992383647923910336852754939373799484574949494949491035832583626374838293737136290132800454369446554541092937373748287494949494949492488003728162363965637373729013625851734045725790510910837892152872394949494949492069701782416237899837372389953565370294561435109403937895482871024949494949495877036996231811093937372582411369865857368553109852937892582875554949494949491037463093662364915263737178310378393115044465391095429378937287484949494949494950951132233263943108378956013625874634045763263754737893747748268494949494949260128513623826384144393789238995334157260561933544488937
50981030211241263286307569379942843845337448311426134338181543737373921431039898509826007033452632152862443837363107817893736350419488241837373713248804989850989800854281263446839381637310136789781372863123434872576382937373743756210298509898189096797126396404779103742899453438375753393125095614654437373758810258985098981030983208263286263453853739223858542937524544265836852712373737258143339985098982940119852263205338101638373618840368737136237756370446872453737373748492485098989875601186764477485265539371882137014033728659249505773638393737372052392065098989851009671239477536548675737238247453406374045623725092804227373737
51991401032122424828796464040406429829371364892394199753912378930952645642748242519946429423447748287446649109403777371037373941024269733845378913276457984828751995185004454828748307689543777737103789995174264574891139893754848660823728724199515661899683382874854795392642958529889337565370260481374089375221058457287281995114010321228628748346102044743856393989369862395748554548937337965456391287286995148429411994392874852226178560511468298913283910256348631158937372815750928748515199850504115544648972636899811466052683725851712571432878362937374029662067904858851995665102459648972156484429564383939375356557294287130844373752
52375618558102982064896371858393737373751454419483685534418752645642748286270548376724660847650547648446502381626373737371368842648446824541327643709848482472811323746585057709419709484776398263737373737473121434863268589229232063548402404187374356545642758391482157017398373737375605622944856143529529245845748281588839374061043581025092064847371541639373737374482483704847553403375764562934828613140437403371608562487476484466491837293737373736790504484882497026357509484851764703712338324192371032374843963982937373737372151895554851865739919662062374854856033737429965562293294293482867891039163737373726147626048561131210345210
5337818614013426428848287280463737378937373650841928748554564547354274828743913225837166894641027177304828744662837373789373713281042628748631384307489848287488951373710214832419160859287488721783737893737372588304574897629482536427237287482582581783729337929476975774287482573373737893737375354426048971066107228645745728748208535337397551058236111211192874828064037378937373713650857489766768521523739128748477178258378596120010255212062874863150237378937373737712563489744665826348509287489713299378929998504194435364897518879378937373789831125814397481267482631391790489799309136893964856656210261212489777310163789373737895313052949748127593346457
3710103721324326528948484839340373737373737634058484756558484848286258373716443717848471873148484876293737373737371057564194848233574848484821437373754373724783285881748484877916373737373737110343505485184864874848482081363737443937344566626987484848177263737373737371473129848561210509484848310533737101037285105811131120484848393737373737373725426134483681174584848482862583737394437136484120212074848482808537373737373782010348486094194848484824737373785837998321240237484848183837373737373713434574863296655548484840213637377293730992912869514848481772937373737373715518931148561131531148
1038443737362662394897482804689373737896222005742757476427587588587131402373910910937371327195948974863162889373737892042260563709574199848514899281373754458378999815237974828766787937373789371552801432393701022372382862085605337441810378930997631197482877731016373737893741123029410237013445723328123354851371038853789213266456974828754346373737893762220057143370476427242241242131548373912383789178584312974828744612103737378937242260504483704192482875197513071328954451689379910142374828748872178373789373714720301432395760879024124258826130989441510893733782331148287483062443737893737416501341025758505281
38944103737267143982064848472633072632812634905092393703550956624730939233856025839109387443737720293505456484844626330726328126380550910250448509832247991324826321437541510853737378504810379048482633072632812633078322483405552932484642141362052051311364438444439373797735134427484858730726328126330775724849260143248107321428558828658828510109547737371114555982064848963072632812633079792482395788248583214344258536575344391238108537376062935054764848745307263281263307121924810256370924850921424737483072473794529543737371153709103354848477263281263307263821509340391293509484247178205205270136401544853937371116505294984848215263281263307263118850937029445750914024753
5444444454405329029434020697482933705757573705759574897281373717823242939109384085405491782381435044569748237370575757370574956348974463737372147773710945105410541237994463694970948287339575757370575756314397483373789258933672441844854085123933720510359427482872605757573705757312294974823837895310895665638544044401210365606083406084828729357575737057572493709748623378913637311466531238109101244132238505756456482873557575737057573705049748446378937994227815445105410545489933842649352874856257573705757575041434828725889373094354384415449795429309437419249293287486085757370575757340134482874288937
38443975439372702600372206293239311454311454476004262944896241373096095531245154429393826373095550504476351033114543114542060003394844631037132233824544545851037451037375364260370790456102454311454311426004950548439533754853965738455440161244837307419024942720613445431145431134300592484828621437516094351094538443940543937131206034020629323945431145431145600369134485362083753188553544518852639382937534570756476351034543114543112060075610348481883737281843945455410371873737536426037035476608311454311454340008045054826353374028241381545127854851637281419024929320613431145431145449001892484821524737
55441039445410284294034313423914348437525148931131131129426048478588994836818163864040448754445314304261021039848338525139431131131110245648799188374897393458241093710545484463690608103102709287270515242331131131145650597263364399751863818156443926954292811030562239294505287560515230831131131158509972869940297561422422554410394454734560804913426842728721551524893113113112602369733823825897368118963810257441640548553505034010245624828744651528393113113113111039748233379748122965812106885437109543747842602604561027094823852514233113113114565054847753477485189551275809939294454392334190456268134505482905251130231131131158984824251
561001412644103927026034330814014348439241131371865552404351342944896205484851863965036673168510291875554264237639848338345261377818115234548102339484828148484845844708431325410103753642660886687670948270290363767421444896984564574843933848488418411866403374471016281419562996929505485605483923780923244826314358509482862864848527638809232110029441039131206491124105842748205238270371861824489225052605848536263484863238467488411948851026534573694851200509485361845603740327944818470931141948483104848486582793739313285101037536426206120048570948238188136379332145196293456505482635364848127284167267364874010828141945610589295054856040483137432325126355523924848286
44564339441099291268308309131482871883630937829391834043529413448974828762344125856748785213711456423993648287961322143737103777634548102103489748287486564582797811054372903391023943733828748362141323710378525836898476457974828748944109106745852693923898829498913618828748523093637293971023307555585099748287486739857075639441099291589773371842874829036309373926291033548352062369748287486234438672650164044364514561153993628748346132993781088518448311103974828748976884537422371098560503102124613236848975399178892984410165232934564094828748971273382965018629442923810621344892132904897131337538939391056764457589848
39393937392442452393083443739448205309373739403944393640424842613448484863244293729378406473339738749375348536993737379379293734579001034848484891037103737292901038608661323796482841323737851685108392962494945748484867440162916373928497826099636371010485752133737726773930926323918950948484810954439393937837311152681124337375248439258373726739442936548984265848484862392682637374384734564859937364833824737371685378510132527090419484848487761037293737101885031023941323796482701323737448447378319624934345748484812747839837292849881344892133718848560213373710291044853263239312509
378951515124526829230989292822632381313726385410548937998858426134489736864037895354853711456517998981833385240437165418818893713270931101034897488433789372331322903393113943737933813118817837915393829373728629334049457974851859789372383372389722609891363740393261404258374038408544373791457370593119748306958937998399924558977337372917747720813137291095410109373799237239369589748368673893736404364734561153993781836311312613785415164537371324810275641997482878243737371881325601238102394132378528023829036894415393839373754750189343409482872576483737270337238106213448936377393560548998910387940373754855557312
10956187532462699631034537339540743017527074554162637309215484675895596104195820539967539217871272144631040417839376977848356039451537103713228148833834311839419419483785544483724716083328128113287352880645451178384582937374043384840792447993441945799754244367479739792052813091007101110175951027998545103983734528648269108477010904193115482954563375391211162862811842584824071136106223810458583937344439484901179559610419582058549089913611861203446281261178873769121333956016451837293713228148745631144841941948132548521413251883124126310101361247131806645451363845392683754853648127021097093441955539244859533625894071021510103924628497511802913929454039393752286487701090
44123989373727029331134691208408034045510382689373751555260964042386110426641291829893737337355833856013177007562128151089373717882845644618818484000339374510893737376314567092811845608810419887384083737372425850526313140493504994710944837373730726014320523891928034353398539373737261311982152085481091059589445429373737131293454286548208113203121144101229373737995552603389222389770369109129381037373753355844626113112110563121481865637373713270945648290184290001037015403737378933856279023313157588105712523844163737892151345053072382615060804785549837378931060842743720854871702499328554393737899150998242548
43937373724721529431210228621540910301236393737371872635093401349643935239016361263737374472811435632395367647091340126164103737371321882377561034831048102003362637373737575485634197902814463114260144241637373754844659495052633389831201041168373737238964192494272052862933430352277393737375228626818998587215143570224111393737379921560834010252320545733905120293737373372055042629433847788239016366293737373626345775626844630779029401261471037373713231070904564829048102001172937373737123944642641935307446509426022621637373737402338249370457477536983120631161637373739447419343293205964273430220106837373744858723959509215
110137372142429824903121033391035810245612341373725847714349034010333910356210258163663737533075055705631033391034561022941261473737178233709103075610333910333910210204702163737261484761660419339103339206102563144201373758853658504049339103339294102312104643737131962063400343339103339134102249251437375128631131205933910333958102419224160373725821529324903123391033392391024566523737534395558040426339103339476102119016311373713676435370050433910333945610229412614737371323107091030033910333910310210275611770378956044647675604191033391036081023691441337894023385842603701033391032601025931664378923847206125703431033391031341024922062378952346311590249103
57114218821524824900000034010245733954911884391433430000004261348823916345218870450557000000756239790294499806188310709235000000010348102011785123348476000000041935509426144896233446585040000004945798312104243233962604260000003432934273433521045233286311372000000595094575722411012332155059000000312206505456511442332055553430000004262362372391631195233263884900000050447670929412688023328170941900000004194810275660851188446476756000000370355093692268961885365842600000034345798189632431889620634000000024929339134325210451882863111890000
58102143981032490000000034033923910229314310349000000004263394761029850510357000000007563394561023117091031030000000003391031021024833933916600000000419103206102709239339504000000004910326010235134339340000000003431031341025051023393120000000059103581025559833924900000000312103239102427143339343000000003691035621029850533937000000000563103456102509709339419000000000103339102860709476103756000000005733920686023758103426000000008043392948605052061033400000000024933923686045731110318900000
591031031890000000000003121031035100000000000004261031034900000000000050410310341900000000000004191031030000000000000370103103563000000000000343103103369000000000000249103103312000000000000312103103249000000000000340103103343000000000000563103103570000000000001661031032350000000000000103103103000000000000057103103504000000000000491031034260000000000002491031033720000000
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0000000000000000006314320000000000000000000000000000020314160000000000000000000000000000000120542500000000000000000000000000000755421480000000000000000000000000000025154274000000000000000000000000000002854225000000000000000000000000000000411465000000000000000000000000000007514144000000
0000000000000000007545106000000000000000000000000000005454400000000000000000000000000000065345251000000000000000000000000000004452700000000000000000000000000000147451650000000000000000000000000000016345540000000000000000000000000000003745251000000000000000000000000000001114571000000
0000000000000000025262102474000000000000000000000000000126610292500000000000000000000000000001137401061230000000000000000000000000001171164011614400000000000000000000000000025262402161100000000000000000000000000028340262500000000000000000000000000007437101065000000000000000000000000000144116101056000000
00000000000000001043228310165000000000000000000000000001631012281641654000000000000000000000000000383155201382510000000000000000000000000014771155542971000000000000000000000000003161201552102190000000000000000000000000016311115514785400000000000000000000000000012032228201381040000000000000000000000000014761228485200000
000000000000000075243260102911000000000000000000000000012326160163838250000000000000000000000000013106172191092195000000000000000000000000061161044144242260000000000000000000000000117243214429107400000000000000000000000001729313203373825000000000000000000000000001327712310638146110000000000000000000000000061161446192042270000
000000000000000251421914465691066000000000000000000000001636248312616444381010000000000000000000000006682145163602438219123000000000000000000000002272191112203521061224600000000000000000000000025241462275385106600000000000000000000000286821641661647151010000000000000000000000001120441172272415219110000000000000000000000001172191422025110610924227000
