Width: 253
Height: 212
306311659813612902172172172172172171310292291933472639585922940188427371427030547921521550751462302366177355184324205563229611937124395104394396512129000000000059262804552102448514374557014267010585143859873265192177718859820211349717102177604176730631168598171672329291120555014984123623611685981033410720401815802376292631168598391141211117160179035579285105951631303838619510595872141192149661216800000000000000000000000000000000000000000000000000011412661651021398121212172172172172172171211067210193277247116882193929
31638886036113218232232232265029660233923412423082297837540684282181421212137488215105951161051168843504445544751442331417022924410419312193121212134000000000308232444016742988358114355053788881714672852853517298407021741269921133214203863001438881011133149903582035205036893116888392012123585209219226508050116888229923435537701715812104928395822932467019869581351712351491215855400000000000000000000000000000000000000000000000000012233212129278211412119123223221823221703191701932018022898771441602678
32638839179113351223339115266129715212662026462633752037695810428026912651211192443030852636372350355107561233126648318085396126512661265122320000000021789342325292759650891072323461565759817146740538301428946540707383550285898989191232413454859810205852301498989893723289240109598399290149023898989113232133248127598229172694103558989891332323741910059465891842321214926591665121921496519200000000000000000000000000000000000000000000000000000285497121216711911581240391151011455101714812659230963852672561161168
33868514416311335123818110826718119119111412112113473014311688881151212121246740621058523695952935355389414341503241501212715864671471212121212120000000000307324232515654455702171921143551254893054671500007204673738300000028511433228512645430520112230000001493435307368859305358361490000002311219218480844305922004100000035537324113492775720038311330816156840319312123081141922170000000000000000000000000000000000000000000000000000002858919115826915812171170229820382411323211236129227762116143888
128711714535351266170721659143284106673173291266356255859888591884471136612657040853085236135544150389115278174345715741266467560123051265126612650000000000021730734365882300217307257361342658950000028589383000000002853076736158678923000000001223071213619234891490000000023307405364971148941000000003553072653626911400383307133361141266121583072170000000000000000000000000000000000000000000000000000000011332412073126515916728116437327113177553126533309888598
128811810712121219329882309872311318330121212367638888884481121131212124674023076536310545389428886141457229612121248315912121212121212000000000000021789307444000014289307500000000000000000000418930723000000000000149893071490000000000002389307410000000000003838930714200005893071121581420000000000000000000000000000000000000000000000000000000001131581701701112170728862958291838619921212121024858888
34893735381801939121959951052475987231915012651235627988598824944911414212661265701711354891503891158762368278573346126512394193651266124671478900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000122158142000000000000000000000000000000000000000000000000000000000372801711510046361705872298622448588294596712661280364759888
3536119146291819217029230105309628832026926912112122019338193305193438380464472911219211312467310150114467171876230883712323081501248317614712121212610090090369036903644400000000000000000000000121149161369036903628500000001369036903690369036903690369036902058936903690361840000000142369036903690369036903690369036121000000038314200000000000000000000000000000000000000000000000000000000040529317777647873335817601886224363247230886891921073612129219330519338
126512059872194203951053063636330972403423121651233289893078989450306318810326938311319214241126592598143302366115915844415011613421596512123070394103911539115391155130000000000000000000121232362324277257311153911539115481000123236232106115391153911539115391153911539115391153986548511539115391158960002172323623291211539115391153911539115391153911539115427232361910000000000000000000000000232362323623236232000000000000000000000000000000376918824945232124076925662244247236622363085163051122906612343078989
36129214781827120410521510563116852251168144340231213322653433334333405292105230834826903834550511312467170876244958721580444150595150305134205890088888247302475813333433334333343333433334333343333433323012133342714439144188888862302474201133331061443914472888888888888888888889530247109021733318314439144328888888888888888188144399501298323333343333433334333343333433334333343333433310704443333614439144159144391446261095131123433334333343333433334333343333433334333343333423000001132612116822436121419161004243215225621162472367682110419034373433334
3790121481441012332202342456385116930623934028567126912152159392614516230631626902334343411211312701701438530247104158055561743420520500008303030302155436153633915939159391593915939159391593915939681236871481937285986330303024462723869428569973141328859888598885988859888598853030301053728924911504591802077859888598885988859888598814322891045923235615939159391593915939159391593915939159391743444415912504859888307498033312103915939159391593915939159391593915939159392011423000099417039814116487193326512669415793851236230956330951712650150373796912305159
35373412929212122212352462292681166385230144342853311062691217609182843222368595229269234901443918130811211312467171236858572158444581147504147109107000030215854325696201476264388888888888888811557465370377026084063010563739569760462767772767108206779060879530247958888888888888852633019456988888931482231468716511490560878330247988888888888888143228715217957159428888888888888888881476263812545608383083043215009501448888888888888888881152011423000720111212428829210051651212100860678778335785638511621120528183351234212039
383537341265126622223624725624611699229331133122911512663818822959143856263294891334901158143401189134112113121488523618857715057839839596177107000856466111471874388598885988859888598817072115396977033771526750427403294725786016229397677111123277985693675048143095885988859881164881876880485249811515929393146891149087985699165047393098859888598811648471521723916988859888598885988859886118043391476261215079830543611026429885988859888598885988859822920142000114126512111328486665126539122585246536956395219869371021294012651892929
29381211493412121222363116143116811631231326533134881461216522988116638143473310184490428876236230611893544411320765645655455811468882478611340006081091871094388888888888888888881151888884286907161937261871094788822972888348791435121212126577983092196083876924730236851446088661871094488829328888299068881212121288798739348608382792473023663700504631269239658888888888888888888881468886139109127986553210942988888888888888888888881412321490014249712121214134822436121286621161161168116159840372884817012382988
89135150149341265882378811510229313113331229811611717103605911622530592931013349011581432251058872308674445551885651505783988302368588147340015988598885981335859888171651210859888406087285988823378104859888591031685988818021391931808151501791481071504696288685515238298598885911515985988815914139170739231503921113321502976288676223312359481698881168100859888104806685988861608180859888591265150979438859236185759888591709845759888591205042959115148114122002326612651211189871112666693128591022921984012110212959852213832539885
399212151164183195205107219524716022972314321203426035729437638539218195215263846514214217116247247859587219312548172556305566574176302471432152152472368396134003428885046188444233588881466524748888842839188884038608143107008891597887737773008888229728162924910931414482210912910984233335341631448817614788267899334888813532887234825109767144772109129109936333114353771665881351208814396688886155293888886139144888386083820513462642987461885404812108888115985474888881151441048814112218149014233212121711651763867114121722983281703478651020267958116222179217144116
40903415278911960149238622251168859773321121481201033770234079510595452454035549111624495885916158113137211591595677630243924792449244302301500015030887788885492464748598885988859888598636471481214221742211681151888823046167249859888598885988859885473305123712286785816168811626248109859888598885988859811675587122003559446381881158876967568100859888598885988859882477712650184638815961887891394675988859888598885988633099265142001141266341103170840233412667788171669390236631168869923234210267236
1737122341659235205023918711688822914133323112358141168265013994230842815811304921242308881353053551137074714883021521524785821524762596608000054382478888810926335888888888888886362917012142011943762116888865826140888888888888888562391921237033082023085888844264888888888888888116634733411211406637397663888821026938888888888888882478574121200432612368888818733433588888888888888629103201214200142351212141251230285269121413488760114338234628881025376784106330
364101221501841503710715024810985922911111414202315018415011310711341912784531501107374922508597230519220503831501131213747957958296314324495236051500000657459823630859888598885988859888598636627170651214202001933656330116598885988859888598885988578154092651237037923916330855988859888598885988859895175432193651226901427013662306359888598885988859888598143247186086512660013418085302361438885988859888598885988638327111126614200045535121121211071072571133321211122981112668139859159148113205679277105
41000000206343515023916474141114142000000355671681131394394540355121158374925157430519230700002312128810556710458286224759613444411200012126086175438823688888888888863302473047910201212121420114123414325434378911688888888888853024730863661931212123703712925405433918958588888888888116302473020322317012121211401421270715439618143638888888888883024730523617219121212120013412504543186186376888888888886324730247321369212121214200001421501211682115917114113269121411013112126691022951477611026327113232118300
000000001491841132572692691501420000000023184125721820000355184265257232158150890000023126635892435841171432475986021841071200066126512666081805437161171401302363023630236302362152156385391188731266121420269126512661931804325403281024630236302363023630236105215308543729401266123703712651266921808974327722923730236302363023630236225215105852561151151266122000142126512667018071617120188222302363023630236302363021521585598778126612650013465126612504746171806117025223630236302363023630243215639647104176612651420000026515817018862312172691132691218411265128128614826995078049737121470
000000000014915015028500000000000034615015045500003551501502170000000231212148247858858596595603334121345850012121212121212126081445968562856224321521521562626330768171212121420114121212121212122172395787856285622632152152152476263302308170121212370371212121212121219332884312856285622472152152152636262306284281212121140142121212121212122017618811585628562622152152152436285302478611212121200134121212121212121036139596628562852442152152156385247247116814112121214200002651682117124297622914115028526918441311412338179232123383661933323790
0000000000000000000000000000000000000000000002312655752218810458722651071711036558858506512661265121031088598863236222589632442153024724421530143115206512142020012661265121711072859888523623723423622521522524710521510595161936512370371266126512233103288598811623624268826330215243247225215243621881706512269014212661265123981039859887623638422224363215215247302152152478103651266001346612651266103106159888632479164463243215302362432153011639148126614200026510692115814644855981801141421421220585333265373538245473401249737
000000000000000000000000000012696127000000000000005574271843770143247523219435991031218012103125851210265121212188882472316188585392113062244215215215638514383920121421131681715835121214688627831689585357262225622252152152153085116832819312373072691938779012121708895851159811685365769105632362152152151058595872211211414936209511211212928814322832587685596823244639215215215215856288601212011212604361341212618863401888859159211236910521521521521521530143769331211919953680218146814228638511687720121957052850285149041318438161731028133184285
000000000000000000000000000046215210000000000000005582804445807621585885910412265394211012662153313466121806159244312785963236762442153024321521521511659631168731214211466193741232661223316593023453659852361163021522510521521521562599585840123737661654911136612152159596223579559116236859215243263215215215305911698115122001426611856285661211181591165078659762366314321521523621521521524359823685912650121271444134126574618244220584863247143105215302442152152152156324330634071911683057410217929302361435988383426923318110140000000000000
000000000000000000000000000368169858124000000000000023134370532100858886118013401331221121212612265134121261862858632446224724363105215215215215307685769170121121158121274274935121217689585116851052476310530263215215215215225230951163992232373321212183881361212171811685951162252636330225247215215215215105851432302919319226590121224195512112121781438585763024392472446221521521521521563885821121841121212125991331341212188885628632436363244622432152152152152153062621039921681212232206015625768882199215014220034110150000000000000
0000000000000000000000000012610918512795474000000000000038313311121915131288596118013413304441332651065127150483126674278859862621438524423624421521521521563143810369326512171710148123057507161266193298598956211695105263105215215215215301168115843265378601030512152329860126692398598116629511630105225215215215215105858291512651374104012398108909126670918598143629863243302152152152152449886052651335851010126621487616661250410459888598852433024321521521521521563236136251354021399613319111241156448821914858514909251331220000000000000
4200000000000000000000000002244292505395621270000000000000044437134121532102211801341500000086012121801212121218888888863243215215215215215631437871693355113280728146921275111121212146888888851052152152152152152361161447116341307856328834838121717121212170888888953021521521521521522595597713273072063741468724012111931212129288888814324721521521521521524362617160513301121748810121274467121212188888888632442152152152152156385247621119904127222529202173590122156689219211214900000000000000000153
4324000000000000000000000002404101104241994236920700000000000000444265265585107588133133000000859101012113358812618885963143852442152152152156313621103688574694113710728591761092112133351211588859859523010521521521521530820219123748584437179115859161038114133361217188859116621163021521521521510524221407839327601916981038591881017019213312112152888597663863215215215215244852117110281612585133171859877219394126513466188885986376789243215215215215639190062136693991863622240021726512158519210713314900000000000000000153249
44571234200000000000000000045931008061731850419173938123124000000000000004442651184000000008888106712713412216188100116632472432152158748840705877524424717670411371013588817676176276812193298833425632471052152157344882949238473105263819850371181158881618389089312923988489362247302152155024887801939264730105160266121410888188106251963127091884725062247247215215507488221214671023624363181672651718888609188086161218010488528247632442152153221231112421069883357910595530000307265123000000000000000000422101031
455212415300000000000000000036833942036812483410250041912812428800000000000000000000000000681701711701036110467376206331706386201366146366266611406010283244215215302377044051901106017117091135115921074037841704907921782466386666333426010242105215215263851451378619611517117032522929382009019031701517549098663267666560152601082026321521510575151219222077217117040144104170158424974170653829848662636146661870601010236215215215636067164294017017160810467376208471716381029128362832488356170101031041969744782632361432920000000000000000000000000153157631018
001251271530000000156936000000368810008083249639250008012760000000000000000000000000017012121036188101121676341032136421653170467124018863632442152156310526469416114972720121803718874337677851032684511137991709212305597856310521521530225814831372178681411219339588898113677901037398573776117019312171821166330215215105236639824113265461608122014488965167642103136739121854170180124676086323621521524392151712656706331212181618898119119183860627895113986821911129871061711707947151711705467831719970000000000000000000000029212545628849
460126649000000083215143600000248292386127408420442103342479250013962710000000000000000000000000066126138598856862910361824426464213087813661423624321521523610530627051211581422691248855959882247781037283076972080033260813624223622521521530263225638523733237371263681959881274031032298926291037341651363092363021521510524724363522113361141421288865988249968103159811658983812112146713610236247215215215921563598167120134656275848881989821366159105783642201247143147398122150168191192651266798627264721000000000000000000000005312615312710271032
47931234200000004551247225760000008064094213096139506289312312400000000000000000000000000012126148881731273358863243143219642162057105632442152152476362107061581214211412194143885025014088851056242829511340348236236225215215263636230979026912373712878230886588316988230303070091037901334852632362152151056362267489361211414212341858825128109881432472431046341218011001432436321521524324762621706712125321341285888100124335889244767759063889241015035520526519212171780407410000000000000000000000000456209208
48441242612318500001565062862981691431280004910000126249210224015633550431242071232070000000000000000000000000651217143817312733588592432157663356233765359030243236105236632556981681706277212001230529850250110885930215857895401842051515142251053026330638351791141933474393712731158169521698859622152369578810712249078810530105236105993311958535825544714212398103857128109885911621510514390016844463891215247215921562978633113121061301346617088100127438598244215116636363236761481220113671916711310617039867230000000000000000000000024224004257
498312715416615600006727028729912624924900036824024041085410126931871854191731275085102880000000000000000000000001271212126165327888632442152366215963811315867182432476363633416997071882636587281212115207809388885105215263930911837114816140225263636363198458533286347451121240965328888811622521510563365913161107423962361056362631949379193923095945121214111042240888830215244636146341911136169463243247622476144831271038215127121212188100532474888632432152479639621439241129360103203419064567230000000000000000000000001561670153404230
0531281551320000499615727110076187263341296024042386931101284636816985520419128185388419173537173361000000000000000000008661291618533250438598244215632441169881123737653752442476310694446596263143233121806712482411085983021530225985432232373732781922526363309831846599563230911223388212549169859892151053030116688351613737417630105632672873259143638522912209568113926859811621524463244762281341211139183256324423640112080459824795946765181100533523355988243215632441439631436087137857188596277420344052300000000000000000000000001535315630096128
50941291094601561094224010010022445300301433342074202392242391002240001676343261271291092504925315382705240000000000000000000081811261553252437861832558921563636339170112371581806612471364695478524323081479274323924110219298159262215306363117191412323726919339030820831775512302256382292337901675316934811583288621526363625142793423537333929261054739109341871433026381351719524241926964103818813621524363624012214030812137467782158512011333986321588103126180523353256181815862152366263862103698378577288563761592014200000000000000000000000000534953100490
519591101530167207224045250124288240969335129600000000012511052931439860532539000000000000000000000088113444250438627278821354721563636321628420665853715818104212177478105247116887327442425876952187792352153063632775212166232372007333128267755182472639588846142534888947698819234215105636320376915966351611073378892975318788510578988446150801098284688810481221524492362836271886613412137394662431131278821563888836052335592132848983507215632369143608713785718859622441165982333331490000000000000000000000000000000
529610053000015610924925813055301941003363433493593344203373880239815348080493498509516524000000419109207000000000000000100173121161120170100127120612442152156333846381070122063512180685689170401601438881092397521704047377470030215215307934066311611517121846712193827491170403129588851156883170408208511466221521526351486632302938123338912928427411704015985888471859571704013675601162152152434013638561120121683831246785744417040786388881245338374017040178611052152152363401913794277514386262143881473581072300000000000000018510912500000015616701971320
535353156000153471059525927228930214318533734435036036922438635138724048440456441048029149951051752500000012621530207000000000000000012651266121444324171479547215215216401632367610701491841581913463326512168885981877531921230592305780235215215372175632361161151726514226990285121651210388859851775218121523417322390421521550227763236854523834744343520521765123058885984717758512117439840613215215586216923696178324444371341134446512668885988124836134651703941706625862152157932831521838463631438859989726040201072300000000000000048215251560000012545156359186224
54971301571560156572252302303027329030321551012635136119702392240463044045729801974945005114985260000049226632441162070000000000000004051206512125308121258250721563824363143892149015035501501921260872888881562321212121212560502215301163030116871184014228501421141214136488888124113121212121233734215105230622638581593330232050231121220108888851285121212121211627215244851162439818815800100113121240888888532308121212121248858621563763923248862111438886069428206740535500000000000000022457263301571250000005349026
55981319416718654208226483010527429130426382883373528333937838702481874304412248526334495501512512527000013950831243435030127000000000000000434676512383308651266752156363636363143921490265373737371686521728885915615037192126512667881053063636363952126502173737373720065341229888592501423711412651266432263105636363638515934014937373737107652015988859300233758512651266882362436363636363188324044437373737376512918885981981133713465126612900243236633863566235958591032598837372300000000000000002412783101610184741101560002711311860125249
5699132132013219720913162104824929281852157634535336237037838812696843144215663247243110239349291524000024014325013951056812363000000000000000100483121253081212125876142446363636389220626515325781111237192127472881097543737373512121230547310530636363116711843074513257814123237114121412298848775373737218121212178203022563636395393331498693257874353710712201598825823737375851212121110247243636363621881684441613257840134373712123258882503737373713412121217028324323623935124886141431749881520112373550000000000000000410249534211019424312400022410271322242498
